model,price_usd,ram_gb,storage_gb,camera_mp,battery_mah,display_size_inch,charging_watt,5g_support,rating,year,brand_Google,brand_Infinix,brand_OnePlus,brand_Oppo,brand_Realme,brand_Samsung,brand_Vivo,brand_Xiaomi,os_iOS,processor_Dimensity 9300,processor_Exynos 2400,processor_Helio G99,processor_Snapdragon 6 Gen 1,processor_Snapdragon 7+ Gen 2,processor_Snapdragon 8 Gen 3,processor_Tensor G4,release_month_August,release_month_December,release_month_February,release_month_January,release_month_July,release_month_June,release_month_March,release_month_May,release_month_November,release_month_October,release_month_September
C65,538,6,512,48,6000,6.6,65,0,3.5,2025,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
iPhone 15,377,12,512,200,5000,7.0,44,1,4.6,2025,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Pixel Fold 2,447,8,256,48,5500,6.1,100,0,4.7,2025,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Galaxy S24 Ultra,1160,6,64,48,5500,6.7,65,1,4.9,2025,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Poco F6,773,12,64,12,4500,5.6,100,1,4.3,2025,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
GT 20 Pro,881,16,1024,200,5500,6.0,120,0,4.1,2025,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
Galaxy S24,662,6,512,108,6000,5.8,18,0,4.7,2025,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Poco X6 Pro,997,8,128,200,6000,6.0,44,1,3.8,2025,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
GT 7 Pro,1332,8,128,48,5500,6.3,44,0,4.9,2025,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Mi 14,1336,16,256,48,6000,6.6,120,0,3.8,2025,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
Smart 8,743,8,128,50,4500,6.0,44,1,4.7,2025,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
11 Pro+,941,6,128,12,4000,6.1,120,0,4.8,2025,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Galaxy S24 Ultra,462,6,64,64,4500,5.5,18,0,4.1,2025,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
Y200,1447,8,128,64,4000,6.0,100,1,3.7,2025,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
Smart 8,473,8,1024,108,5000,5.5,100,0,3.9,2025,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
V30,205,6,512,12,6000,7.1,18,1,4.6,2025,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Reno 12,1480,4,512,48,5000,6.4,100,1,4.6,2025,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Galaxy Z Fold6,316,12,128,108,5000,6.4,120,1,4.4,2025,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Note 40 Pro,1090,6,128,200,5000,6.7,18,0,4.4,2025,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
C65,543,12,128,50,4500,6.4,44,1,3.9,2025,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Mi 14,636,4,256,108,5500,7.0,65,0,4.0,2025,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Y200,467,8,512,48,4000,6.5,65,0,4.4,2025,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
OnePlus 13,1317,12,512,12,4000,6.5,44,1,3.6,2025,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
Find X7,1075,6,1024,12,5500,7.1,65,0,3.7,2025,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
X100 Pro,886,16,128,50,4000,5.5,44,1,4.8,2025,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
C65,1420,6,256,200,5000,5.6,18,1,3.5,2025,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
iPhone 16 Pro Max,625,6,1024,50,4500,6.5,65,1,4.3,2025,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
Narzo 70,896,16,128,50,4000,6.2,100,0,4.9,2025,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
OnePlus 12,731,8,64,12,4000,6.1,44,1,4.2,2025,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Poco F6,1196,4,64,64,5500,6.3,100,0,3.8,2025,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Reno 11,1478,6,1024,12,5500,6.0,120,1,4.7,2025,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
C65,738,12,128,12,4500,6.4,33,1,4.0,2025,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
Redmi Note 14 Pro,1449,4,512,200,6000,6.2,18,0,3.8,2025,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
GT 7 Pro,1032,4,256,50,6000,7.0,44,0,3.9,2025,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
iPhone 16,1233,6,128,12,4000,5.7,33,0,3.6,2025,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
OnePlus 13R,304,6,512,64,4000,6.8,65,0,4.6,2025,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Pixel 9 Pro,225,6,1024,108,5000,7.0,33,0,4.5,2025,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
F27 Pro,1040,4,512,200,5500,5.6,44,0,3.7,2025,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Mi 13 Ultra,235,16,512,108,6000,6.1,44,0,4.7,2025,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Reno 12,1060,4,128,200,6000,6.7,65,1,4.9,2025,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Y100A,1479,12,1024,108,4000,6.2,100,0,3.5,2025,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
Mi 13 Ultra,1042,12,128,50,4500,6.8,120,0,3.6,2025,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Y200,886,8,1024,12,5000,6.7,100,1,3.6,2025,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
F27 Pro,319,6,256,200,4500,6.7,44,0,3.7,2025,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Zero 30,404,6,128,48,4500,6.9,18,1,3.9,2025,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Smart 8,1167,4,1024,50,4500,7.1,18,1,5.0,2025,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Y200,1486,16,64,48,5500,6.3,65,0,4.8,2025,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
iPhone 14,1058,4,128,108,5000,6.8,44,1,4.4,2025,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
Nord CE 4 Lite,255,8,64,200,6000,6.7,65,1,4.6,2025,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
Pixel Fold 2,1098,4,128,12,5000,7.0,65,0,4.5,2025,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
iPhone 16 Pro Max,164,6,512,48,4000,6.6,33,0,4.5,2025,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
GT 7 Pro,1122,8,128,48,5500,6.0,120,1,3.8,2025,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Nord 4,475,8,64,12,4500,5.8,44,0,3.9,2025,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Galaxy A75,335,4,64,108,5500,5.8,44,1,4.8,2025,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Nord 4,1450,12,1024,200,5000,6.5,18,1,4.0,2025,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
OnePlus 13,1033,6,512,50,5500,6.7,44,0,3.5,2025,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
OnePlus 12,232,16,1024,200,6000,6.7,100,0,4.9,2025,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
iPhone 16 Pro,1477,12,512,200,6000,5.7,18,0,5.0,2025,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Reno 11,661,6,1024,64,5000,7.2,100,1,3.6,2025,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Y100A,1417,6,512,200,6000,5.6,120,0,4.4,2025,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
OnePlus 12,1047,8,1024,12,4500,6.2,120,0,4.6,2025,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Galaxy A75,788,16,1024,64,4500,6.7,65,0,3.7,2025,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
F27 Pro,1012,16,256,108,4000,6.1,120,0,4.9,2025,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
OnePlus 12,1138,12,256,12,4500,6.1,33,0,3.8,2025,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
OnePlus 13,1413,8,256,12,5000,6.1,65,0,3.7,2025,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Hot 40,1019,4,128,200,6000,5.8,33,1,4.0,2025,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Y200,604,16,512,108,5000,6.4,65,1,3.8,2025,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
F27 Pro,501,6,256,108,4500,5.7,65,1,3.8,2025,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
V30,849,16,128,200,5000,6.1,120,0,4.9,2025,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
iPhone 16 Pro,1014,16,64,12,4000,7.0,33,1,4.6,2025,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
X100 Pro,394,16,128,200,5000,5.9,33,0,4.5,2025,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
A98,1107,6,1024,48,5000,6.8,120,0,4.2,2025,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
Galaxy Z Fold6,255,8,512,64,6000,6.7,100,0,4.6,2025,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
GT 20 Pro,554,16,256,64,5500,6.8,120,0,3.7,2025,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
GT 7 Pro,342,12,512,12,4500,7.0,65,1,3.5,2025,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
iPhone 16 Pro Max,1163,12,64,108,4000,7.0,100,0,4.1,2025,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Galaxy M55,792,4,256,48,4000,7.1,18,0,4.3,2025,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
X100 Pro,126,6,128,64,4000,6.2,33,0,4.3,2025,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
F27 Pro,691,8,1024,200,6000,6.7,18,1,5.0,2025,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Find X7,224,6,512,12,5000,6.8,18,1,4.3,2025,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
OnePlus 12,1450,4,512,12,4000,6.5,100,0,4.7,2025,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Poco F6,256,16,1024,48,4500,6.8,100,0,3.7,2025,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Nord CE 4 Lite,698,6,1024,50,4000,5.8,33,0,4.8,2025,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
iPhone 15,761,6,512,50,4000,5.6,65,0,3.7,2025,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
Poco X6 Pro,723,12,1024,12,4000,6.7,120,0,3.7,2025,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Reno 11,682,16,128,108,5000,7.2,65,1,3.8,2025,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Galaxy S24,142,4,512,200,4500,6.0,18,1,4.1,2025,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
Pixel 8,653,8,128,200,6000,6.0,65,1,4.1,2025,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Note 40 Pro,263,16,128,12,5500,6.8,100,1,3.5,2025,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
Pixel 9,464,16,1024,200,6000,5.7,100,1,4.9,2025,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Mi 13 Ultra,182,12,64,200,5000,6.0,18,0,3.8,2025,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
Note 40 Pro,851,8,1024,108,4000,6.8,18,1,4.4,2025,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Poco F6,313,12,256,48,4500,6.1,120,1,3.7,2025,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
V29e,1425,8,256,64,6000,5.8,65,0,3.8,2025,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
X100 Pro,933,16,512,108,6000,7.1,65,0,4.8,2025,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Galaxy S24,1221,6,1024,50,5000,6.3,120,1,4.0,2025,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Nord CE 4 Lite,245,4,256,48,4500,6.2,44,1,5.0,2025,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
Y100A,1331,16,128,48,6000,6.5,100,1,3.7,2025,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Mi 14,1246,4,512,108,5500,6.6,120,1,4.4,2025,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
OnePlus 13,702,4,64,108,5000,5.7,100,0,4.5,2025,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
F27 Pro,1300,6,512,200,4000,5.7,100,1,4.6,2025,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
X100 Pro,883,8,512,64,5000,7.1,18,0,4.8,2025,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Galaxy M55,917,16,64,64,6000,6.2,120,1,3.8,2025,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
OnePlus 12,724,8,256,64,4500,6.5,18,1,3.9,2025,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Poco X6 Pro,1356,8,1024,50,5000,6.6,100,0,4.9,2025,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
Zero 30,284,8,128,200,4000,7.0,120,0,4.1,2025,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Mi 13 Ultra,800,4,64,12,5500,6.3,33,0,4.4,2025,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
GT 20 Pro,1485,16,512,48,5000,6.5,33,0,4.4,2025,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
Reno 11,544,6,1024,64,5000,6.5,100,1,3.8,2025,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
Narzo 70,486,6,512,108,5000,6.3,120,1,5.0,2025,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Nord 4,508,6,1024,12,4500,6.6,33,1,4.5,2025,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
iPhone 16,582,12,512,200,6000,5.9,33,1,4.4,2025,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Pixel 7a,1256,6,512,50,5000,7.1,33,1,4.7,2025,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
OnePlus 12,325,12,64,200,4500,5.5,100,0,3.9,2025,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Nord CE 4 Lite,1446,6,64,200,4500,5.8,65,1,4.6,2025,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
GT 7 Pro,342,16,256,48,4000,5.9,65,0,4.3,2025,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Galaxy M55,638,16,256,50,6000,6.5,18,0,4.0,2025,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
iPhone 16 Pro Max,715,12,1024,64,4000,5.9,18,1,3.6,2025,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Mi 14,1057,8,128,48,4000,6.7,65,0,4.7,2025,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
OnePlus 13,437,12,128,64,4500,6.9,65,1,4.3,2025,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Pixel Fold 2,1103,4,64,108,6000,5.7,44,0,4.1,2025,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
Narzo 70,1386,8,64,12,6000,6.4,100,1,3.9,2025,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
Galaxy M55,329,8,64,12,5500,5.9,44,0,4.3,2025,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Reno 11,953,16,512,64,6000,7.2,33,0,4.0,2025,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
Poco X6 Pro,1427,12,128,50,5500,7.1,44,0,4.0,2025,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
Pixel 7a,1143,8,256,64,5500,7.0,120,0,4.6,2025,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Galaxy Z Fold6,815,12,64,48,6000,6.3,18,1,4.8,2025,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Poco X6 Pro,254,4,64,48,6000,6.7,33,0,4.9,2025,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Mi 13 Ultra,1236,4,128,64,6000,5.6,120,0,4.7,2025,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Galaxy Z Fold6,1049,4,1024,48,5500,6.1,18,1,4.8,2025,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
OnePlus 12,168,6,64,64,5000,6.0,44,1,3.6,2025,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
GT 7 Pro,175,4,64,200,5500,5.8,44,0,4.0,2025,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
iPhone 16 Pro,646,12,128,50,5000,6.8,120,0,3.6,2025,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
iPhone 16,937,4,1024,12,6000,6.3,100,1,4.5,2025,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Nord 4,310,8,256,12,5000,7.0,120,1,4.3,2025,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Pixel 8,445,16,256,50,4000,6.1,33,0,4.2,2025,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
Pixel 7a,253,16,256,12,4500,6.7,120,1,4.4,2025,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
V30,1373,6,256,48,6000,7.0,33,1,3.6,2025,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Nord CE 4 Lite,701,4,1024,200,5000,6.0,120,0,3.8,2025,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Galaxy S24 Ultra,748,6,256,50,4000,7.0,33,0,4.5,2025,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
iPhone 16 Pro,703,4,64,200,5500,5.6,33,1,4.7,2025,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
iPhone 16,1273,6,512,12,4000,5.7,65,0,4.7,2025,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
iPhone 15,1210,16,64,50,5500,6.7,18,1,4.2,2025,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A98,1285,12,512,50,4000,6.3,18,0,4.0,2025,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
F27 Pro,880,12,512,50,4500,6.5,65,1,5.0,2025,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
Hot 40,1012,16,64,108,5500,5.7,18,0,4.6,2025,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
Y200,1399,12,1024,48,6000,6.7,65,1,4.9,2025,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
C65,234,12,128,200,6000,6.3,100,1,5.0,2025,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
V29e,701,6,128,108,4000,6.4,120,0,4.2,2025,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
Reno 11,760,16,128,12,6000,6.5,120,1,4.0,2025,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Note 40 Pro,688,8,256,64,5000,5.7,18,1,3.7,2025,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Nord 4,1409,12,1024,48,5500,6.1,65,1,4.9,2025,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Galaxy S24 Ultra,693,8,64,108,5000,5.5,33,0,4.0,2025,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
C65,882,6,1024,48,5500,6.0,65,0,4.7,2025,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
iPhone 16 Pro Max,706,12,1024,64,4000,7.1,120,0,4.5,2025,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
